id,self_employment_type,branch,age,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
22406,1st_category_group,Construction,75 years or older,Male,2013,0.2,39.4,24.6
22407,1st_category_group,Construction,75 years or older,Male,2014,0.2,44.8,28.2
22408,1st_category_group,Construction,75 years or older,Male,2015,0.2,49.7,28.0
22409,1st_category_group,Construction,75 years or older,Male,2016,0.2,41.5,25.1
22410,1st_category_group,Construction,75 years or older,Male,2017,0.2,34.0,24.2
22411,1st_category_group,Construction,75 years or older,Male,2018,0.2,45.8,30.0
22412,1st_category_group,Construction,75 years or older,Male,2019,0.3,48.6,30.7
22446,1st_category_group,Construction,Younger than 25 years,Male,2011,5.1,30.0,28.8
22447,1st_category_group,Construction,Younger than 25 years,Male,2012,5.0,27.5,26.0
22448,1st_category_group,Construction,Younger than 25 years,Male,2013,4.8,27.4,26.1
22449,1st_category_group,Construction,Younger than 25 years,Male,2014,4.9,29.0,27.2
22450,1st_category_group,Construction,Younger than 25 years,Male,2015,5.1,30.3,28.9
22451,1st_category_group,Construction,Younger than 25 years,Male,2016,5.1,31.7,30.2
22452,1st_category_group,Construction,Younger than 25 years,Male,2017,5.1,33.7,31.8
22453,1st_category_group,Construction,Younger than 25 years,Male,2018,6.0,35.4,33.2
22454,1st_category_group,Construction,Younger than 25 years,Male,2019,7.2,35.7,33.2
22455,1st_category_group,Construction,Younger than 25 years,Male,2020,7.8,35.6,31.3
22460,1st_category_group,Construction,Younger than 25 years,Female,2011,0.1,14.2,9.1
22461,1st_category_group,Construction,Younger than 25 years,Female,2012,0.1,11.8,8.0
22462,1st_category_group,Construction,Younger than 25 years,Female,2013,0.2,13.4,10.1
22463,1st_category_group,Construction,Younger than 25 years,Female,2014,0.1,15.6,11.4
22464,1st_category_group,Construction,Younger than 25 years,Female,2015,0.2,13.7,9.2
22465,1st_category_group,Construction,Younger than 25 years,Female,2016,0.2,13.6,10.7
22466,1st_category_group,Construction,Younger than 25 years,Female,2017,0.2,16.7,12.8
22467,1st_category_group,Construction,Younger than 25 years,Female,2018,0.2,19.4,16.4
22468,1st_category_group,Construction,Younger than 25 years,Female,2019,0.2,19.1,16.6
22488,1st_category_group,Construction,25 to 34 years,Male,2011,24.7,36.7,35.1
22489,1st_category_group,Construction,25 to 34 years,Male,2012,24.5,33.7,32.0
22490,1st_category_group,Construction,25 to 34 years,Male,2013,23.9,33.9,32.0
22491,1st_category_group,Construction,25 to 34 years,Male,2014,24.1,35.8,33.6
22492,1st_category_group,Construction,25 to 34 years,Male,2015,24.8,37.6,35.4
22493,1st_category_group,Construction,25 to 34 years,Male,2016,25.3,39.4,36.8
22494,1st_category_group,Construction,25 to 34 years,Male,2017,26.3,41.5,38.5
22495,1st_category_group,Construction,25 to 34 years,Male,2018,28.9,44.5,40.9
22496,1st_category_group,Construction,25 to 34 years,Male,2019,32.6,45.5,41.8
22497,1st_category_group,Construction,25 to 34 years,Male,2020,34.4,46.4,41.6
22502,1st_category_group,Construction,25 to 34 years,Female,2011,1.7,15.6,10.8
22503,1st_category_group,Construction,25 to 34 years,Female,2012,1.5,14.7,10.6
22504,1st_category_group,Construction,25 to 34 years,Female,2013,1.5,14.4,10.3
22505,1st_category_group,Construction,25 to 34 years,Female,2014,1.5,15.1,10.7
22506,1st_category_group,Construction,25 to 34 years,Female,2015,1.6,16.6,11.7
22507,1st_category_group,Construction,25 to 34 years,Female,2016,1.7,16.8,12.0
22508,1st_category_group,Construction,25 to 34 years,Female,2017,1.8,17.9,12.6
22509,1st_category_group,Construction,25 to 34 years,Female,2018,2.0,18.8,13.5
22510,1st_category_group,Construction,25 to 34 years,Female,2019,2.2,20.0,14.2
22530,1st_category_group,Construction,35 to 44 years,Male,2011,37.9,40.8,38.2
22531,1st_category_group,Construction,35 to 44 years,Male,2012,37.3,37.4,34.9
22532,1st_category_group,Construction,35 to 44 years,Male,2013,36.3,37.5,34.8
22533,1st_category_group,Construction,35 to 44 years,Male,2014,36.5,39.1,36.4
22534,1st_category_group,Construction,35 to 44 years,Male,2015,36.9,40.7,38.0
22535,1st_category_group,Construction,35 to 44 years,Male,2016,37.0,42.3,39.4
22536,1st_category_group,Construction,35 to 44 years,Male,2017,37.1,44.6,40.9
22537,1st_category_group,Construction,35 to 44 years,Male,2018,38.6,47.5,43.3
22538,1st_category_group,Construction,35 to 44 years,Male,2019,41.4,48.6,44.0
22539,1st_category_group,Construction,35 to 44 years,Male,2020,43.2,48.9,44.0
22544,1st_category_group,Construction,35 to 44 years,Female,2011,4.5,19.0,14.2
22545,1st_category_group,Construction,35 to 44 years,Female,2012,4.2,17.8,12.9
22546,1st_category_group,Construction,35 to 44 years,Female,2013,3.8,17.7,12.7
22547,1st_category_group,Construction,35 to 44 years,Female,2014,3.7,18.6,13.3
22548,1st_category_group,Construction,35 to 44 years,Female,2015,3.5,19.1,13.5
22549,1st_category_group,Construction,35 to 44 years,Female,2016,3.4,19.9,14.2
22550,1st_category_group,Construction,35 to 44 years,Female,2017,3.4,21.1,15.3
22551,1st_category_group,Construction,35 to 44 years,Female,2018,3.5,22.5,16.5
22552,1st_category_group,Construction,35 to 44 years,Female,2019,3.6,23.7,17.6
22553,1st_category_group,Construction,35 to 44 years,Female,2020,3.7,24.9,17.8
22572,1st_category_group,Construction,45 to 54 years,Male,2011,30.9,41.2,38.3
22573,1st_category_group,Construction,45 to 54 years,Male,2012,32.3,38.0,34.7
22574,1st_category_group,Construction,45 to 54 years,Male,2013,33.3,38.1,34.7
22575,1st_category_group,Construction,45 to 54 years,Male,2014,35.1,39.8,36.7
22576,1st_category_group,Construction,45 to 54 years,Male,2015,37.3,41.4,37.9
22577,1st_category_group,Construction,45 to 54 years,Male,2016,39.2,42.9,39.6
22578,1st_category_group,Construction,45 to 54 years,Male,2017,40.7,45.2,41.3
22579,1st_category_group,Construction,45 to 54 years,Male,2018,42.7,48.0,44.1
22580,1st_category_group,Construction,45 to 54 years,Male,2019,44.6,49.0,44.9
22581,1st_category_group,Construction,45 to 54 years,Male,2020,45.1,49.0,44.5
22586,1st_category_group,Construction,45 to 54 years,Female,2011,4.4,21.7,17.8
22587,1st_category_group,Construction,45 to 54 years,Female,2012,4.2,20.4,16.3
22588,1st_category_group,Construction,45 to 54 years,Female,2013,4.2,20.4,16.2
22589,1st_category_group,Construction,45 to 54 years,Female,2014,4.2,21.0,16.4
22590,1st_category_group,Construction,45 to 54 years,Female,2015,4.4,21.4,16.6
22591,1st_category_group,Construction,45 to 54 years,Female,2016,4.4,22.0,16.4
22592,1st_category_group,Construction,45 to 54 years,Female,2017,4.5,22.9,16.9
22593,1st_category_group,Construction,45 to 54 years,Female,2018,4.6,24.7,18.6
22594,1st_category_group,Construction,45 to 54 years,Female,2019,4.5,25.9,19.3
22595,1st_category_group,Construction,45 to 54 years,Female,2020,4.5,27.1,19.7
22614,1st_category_group,Construction,55 to 64 years,Male,2011,14.8,39.8,35.7
22615,1st_category_group,Construction,55 to 64 years,Male,2012,15.3,36.3,31.5
22616,1st_category_group,Construction,55 to 64 years,Male,2013,16.0,35.8,31.1
22617,1st_category_group,Construction,55 to 64 years,Male,2014,17.2,36.8,32.7
22618,1st_category_group,Construction,55 to 64 years,Male,2015,18.9,38.0,34.0
22619,1st_category_group,Construction,55 to 64 years,Male,2016,20.3,39.1,35.4
22620,1st_category_group,Construction,55 to 64 years,Male,2017,21.7,41.2,37.0
22621,1st_category_group,Construction,55 to 64 years,Male,2018,24.0,43.9,40.1
22622,1st_category_group,Construction,55 to 64 years,Male,2019,26.5,44.4,40.8
22623,1st_category_group,Construction,55 to 64 years,Male,2020,28.7,44.8,40.4
22628,1st_category_group,Construction,55 to 64 years,Female,2011,2.5,18.6,14.0
22629,1st_category_group,Construction,55 to 64 years,Female,2012,2.4,17.8,13.4
22630,1st_category_group,Construction,55 to 64 years,Female,2013,2.4,18.3,13.6
22631,1st_category_group,Construction,55 to 64 years,Female,2014,2.5,18.8,14.2
22632,1st_category_group,Construction,55 to 64 years,Female,2015,2.6,19.3,14.4
22633,1st_category_group,Construction,55 to 64 years,Female,2016,2.6,20.2,15.0
22634,1st_category_group,Construction,55 to 64 years,Female,2017,2.7,21.5,16.1
22635,1st_category_group,Construction,55 to 64 years,Female,2018,2.9,22.1,16.7
22636,1st_category_group,Construction,55 to 64 years,Female,2019,3.0,22.9,16.8
22637,1st_category_group,Construction,55 to 64 years,Female,2020,3.2,23.6,17.0
22656,1st_category_group,Construction,65 to 74 years,Male,2011,1.3,51.5,43.4
22657,1st_category_group,Construction,65 to 74 years,Male,2012,1.5,48.5,40.6
22658,1st_category_group,Construction,65 to 74 years,Male,2013,1.5,45.3,39.0
22659,1st_category_group,Construction,65 to 74 years,Male,2014,1.8,46.3,39.6
22660,1st_category_group,Construction,65 to 74 years,Male,2015,2.0,47.5,40.2
22661,1st_category_group,Construction,65 to 74 years,Male,2016,2.3,47.4,40.4
22662,1st_category_group,Construction,65 to 74 years,Male,2017,2.8,46.0,39.1
22663,1st_category_group,Construction,65 to 74 years,Male,2018,3.4,46.9,40.0
22664,1st_category_group,Construction,65 to 74 years,Male,2019,3.9,46.2,40.1
22665,1st_category_group,Construction,65 to 74 years,Male,2020,4.3,46.9,40.8
22670,1st_category_group,Construction,65 to 74 years,Female,2011,0.2,23.7,16.9
22671,1st_category_group,Construction,65 to 74 years,Female,2012,0.2,24.2,14.8
22672,1st_category_group,Construction,65 to 74 years,Female,2013,0.3,21.8,15.0
22673,1st_category_group,Construction,65 to 74 years,Female,2014,0.3,24.2,16.7
22674,1st_category_group,Construction,65 to 74 years,Female,2015,0.3,25.4,17.2
22675,1st_category_group,Construction,65 to 74 years,Female,2016,0.4,24.6,17.5
22676,1st_category_group,Construction,65 to 74 years,Female,2017,0.4,25.7,18.0
22677,1st_category_group,Construction,65 to 74 years,Female,2018,0.4,27.3,18.5
22678,1st_category_group,Construction,65 to 74 years,Female,2019,0.5,26.5,18.7
24000,1st_category_group,Wholesale and retail trade,75 years or older,Male,2011,0.7,35.7,22.7
24001,1st_category_group,Wholesale and retail trade,75 years or older,Male,2012,0.7,35.1,21.1
24002,1st_category_group,Wholesale and retail trade,75 years or older,Male,2013,0.8,32.1,20.8
24003,1st_category_group,Wholesale and retail trade,75 years or older,Male,2014,0.8,34.7,20.6
24004,1st_category_group,Wholesale and retail trade,75 years or older,Male,2015,0.9,37.7,21.8
24005,1st_category_group,Wholesale and retail trade,75 years or older,Male,2016,0.9,35.8,22.8
24006,1st_category_group,Wholesale and retail trade,75 years or older,Male,2017,1.0,41.2,24.6
24007,1st_category_group,Wholesale and retail trade,75 years or older,Male,2018,1.1,45.3,26.1
24008,1st_category_group,Wholesale and retail trade,75 years or older,Male,2019,1.2,44.1,27.7
24014,1st_category_group,Wholesale and retail trade,75 years or older,Female,2011,0.2,25.7,18.0
24015,1st_category_group,Wholesale and retail trade,75 years or older,Female,2012,0.2,24.4,16.5
24016,1st_category_group,Wholesale and retail trade,75 years or older,Female,2013,0.2,25.6,16.6
24017,1st_category_group,Wholesale and retail trade,75 years or older,Female,2014,0.2,30.5,19.2
24018,1st_category_group,Wholesale and retail trade,75 years or older,Female,2015,0.2,27.4,17.0
24019,1st_category_group,Wholesale and retail trade,75 years or older,Female,2016,0.3,34.6,17.0
24020,1st_category_group,Wholesale and retail trade,75 years or older,Female,2017,0.3,31.8,17.0
24021,1st_category_group,Wholesale and retail trade,75 years or older,Female,2018,0.3,30.5,16.7
24022,1st_category_group,Wholesale and retail trade,75 years or older,Female,2019,0.4,37.0,22.6
24042,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2011,2.5,22.5,18.7
24043,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2012,2.6,20.1,15.9
24044,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2013,2.6,20.1,15.8
24045,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2014,2.6,21.2,17.3
24046,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2015,2.7,24.0,18.1
24047,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2016,2.7,24.4,20.1
24048,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2017,2.7,25.5,21.4
24049,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2018,2.7,28.6,22.6
24050,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2019,3.0,30.2,23.5
24051,1st_category_group,Wholesale and retail trade,Younger than 25 years,Male,2020,3.7,34.9,23.4
24056,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2011,0.8,13.3,10.8
24057,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2012,0.8,11.9,9.8
24058,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2013,0.9,12.6,8.9
24059,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2014,0.9,13.5,8.8
24060,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2015,1.0,14.3,10.0
24061,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2016,1.0,15.9,11.4
24062,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2017,1.0,15.8,11.6
24063,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2018,0.9,17.4,13.5
24064,1st_category_group,Wholesale and retail trade,Younger than 25 years,Female,2019,0.9,19.7,14.6
24084,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2011,13.0,32.8,28.2
24085,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2012,13.0,31.1,26.2
24086,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2013,12.8,30.8,24.9
24087,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2014,13.1,33.1,26.9
24088,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2015,13.2,35.2,28.6
24089,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2016,13.2,37.4,31.0
24090,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2017,13.5,38.4,32.1
24091,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2018,13.6,40.4,33.6
24092,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2019,13.7,42.5,35.7
24093,1st_category_group,Wholesale and retail trade,25 to 34 years,Male,2020,13.8,49.1,39.5
24098,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2011,6.4,18.0,13.0
24099,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2012,6.2,16.2,11.8
24100,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2013,6.0,16.2,12.0
24101,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2014,6.0,17.4,12.3
24102,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2015,6.2,18.6,12.6
24103,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2016,6.3,19.5,13.2
24104,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2017,6.3,20.7,14.4
24105,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2018,6.2,22.8,16.0
24106,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2019,6.2,23.6,17.3
24107,1st_category_group,Wholesale and retail trade,25 to 34 years,Female,2020,6.2,30.0,19.8
24126,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2011,32.6,40.6,35.4
24127,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2012,31.1,38.7,33.2
24128,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2013,29.1,38.3,32.8
24129,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2014,27.5,40.9,34.9
24130,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2015,26.0,42.9,37.1
24131,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2016,24.5,45.1,39.0
24132,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2017,23.2,47.0,40.0
24133,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2018,22.2,48.0,41.4
24134,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2019,21.4,49.9,42.6
24135,1st_category_group,Wholesale and retail trade,35 to 44 years,Male,2020,20.9,54.6,45.2
24140,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2011,18.6,21.3,16.6
24141,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2012,17.5,20.2,15.5
24142,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2013,16.1,19.8,14.8
24143,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2014,15.3,21.7,16.0
24144,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2015,14.6,23.1,16.7
24145,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2016,13.5,24.6,17.7
24146,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2017,12.8,25.7,18.4
24147,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2018,12.1,26.9,19.5
24148,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2019,11.3,28.3,21.0
24149,1st_category_group,Wholesale and retail trade,35 to 44 years,Female,2020,10.6,32.8,24.0
24168,1st_category_group,Wholesale and retail trade,45 to 54 years,Male,2011,34.8,42.5,35.4
24169,1st_category_group,Wholesale and retail trade,45 to 54 years,Male,2012,35.4,41.0,34.0
24170,1st_category_group,Wholesale and retail trade,45 to 54 years,Male,2013,36.1,40.8,33.4
24171,1st_category_group,Wholesale and retail trade,45 to 54 years,Male,2014,37.0,42.6,35.6
