id,self_employment_type,branch,position_in_household,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
22883,1st_category_group,Construction,Main earner without partner,Female,2014,0.5,32.8,25.7
22884,1st_category_group,Construction,Main earner without partner,Female,2015,0.5,32.4,25.9
22885,1st_category_group,Construction,Main earner without partner,Female,2016,0.5,35.2,27.4
22886,1st_category_group,Construction,Main earner without partner,Female,2017,0.5,36.7,28.7
22887,1st_category_group,Construction,Main earner without partner,Female,2018,0.5,38.4,31.5
22888,1st_category_group,Construction,Main earner without partner,Female,2019,0.6,35.9,28.9
22908,1st_category_group,Construction,Main earner with partner,Male,2011,74.7,46.0,42.1
22909,1st_category_group,Construction,Main earner with partner,Male,2012,72.6,43.2,39.4
22910,1st_category_group,Construction,Main earner with partner,Male,2013,72.3,43.3,39.4
22911,1st_category_group,Construction,Main earner with partner,Male,2014,74.8,44.8,41.0
22912,1st_category_group,Construction,Main earner with partner,Male,2015,78.2,46.3,42.2
22913,1st_category_group,Construction,Main earner with partner,Male,2016,80.4,48.0,43.6
22914,1st_category_group,Construction,Main earner with partner,Male,2017,83.0,50.4,45.1
22915,1st_category_group,Construction,Main earner with partner,Male,2018,88.9,53.2,47.6
22916,1st_category_group,Construction,Main earner with partner,Male,2019,94.0,54.4,48.7
22917,1st_category_group,Construction,Main earner with partner,Male,2020,95.7,55.6,49.5
22922,1st_category_group,Construction,Main earner with partner,Female,2011,1.3,39.0,35.4
22923,1st_category_group,Construction,Main earner with partner,Female,2012,1.2,36.5,31.0
22924,1st_category_group,Construction,Main earner with partner,Female,2013,1.2,36.1,31.6
22925,1st_category_group,Construction,Main earner with partner,Female,2014,1.2,38.6,34.0
22926,1st_category_group,Construction,Main earner with partner,Female,2015,1.2,40.5,34.5
22927,1st_category_group,Construction,Main earner with partner,Female,2016,1.2,41.7,37.2
22928,1st_category_group,Construction,Main earner with partner,Female,2017,1.3,42.9,36.6
22929,1st_category_group,Construction,Main earner with partner,Female,2018,1.4,45.7,39.3
22930,1st_category_group,Construction,Main earner with partner,Female,2019,1.5,49.3,42.2
22950,1st_category_group,Construction,Partner of main earnerr,Male,2011,13.3,18.5,18.0
22951,1st_category_group,Construction,Partner of main earnerr,Male,2012,16.1,16.8,16.2
22952,1st_category_group,Construction,Partner of main earnerr,Male,2013,16.8,17.6,17.0
22953,1st_category_group,Construction,Partner of main earnerr,Male,2014,16.7,18.9,18.1
22954,1st_category_group,Construction,Partner of main earnerr,Male,2015,16.7,20.1,19.2
22955,1st_category_group,Construction,Partner of main earnerr,Male,2016,17.1,20.7,19.7
22956,1st_category_group,Construction,Partner of main earnerr,Male,2017,16.9,21.9,21.0
22957,1st_category_group,Construction,Partner of main earnerr,Male,2018,16.8,23.8,22.6
22958,1st_category_group,Construction,Partner of main earnerr,Male,2019,18.4,24.5,23.1
22959,1st_category_group,Construction,Partner of main earnerr,Male,2020,20.8,24.1,22.4
22964,1st_category_group,Construction,Partner of main earnerr,Female,2011,11.5,16.8,12.9
22965,1st_category_group,Construction,Partner of main earnerr,Female,2012,11.0,15.9,12.1
22966,1st_category_group,Construction,Partner of main earnerr,Female,2013,10.6,15.9,12.0
22967,1st_category_group,Construction,Partner of main earnerr,Female,2014,10.6,16.4,12.2
22968,1st_category_group,Construction,Partner of main earnerr,Female,2015,10.8,16.8,12.3
22969,1st_category_group,Construction,Partner of main earnerr,Female,2016,10.8,17.3,12.9
22970,1st_category_group,Construction,Partner of main earnerr,Female,2017,11.1,18.4,14.0
22971,1st_category_group,Construction,Partner of main earnerr,Female,2018,11.6,19.4,14.9
22972,1st_category_group,Construction,Partner of main earnerr,Female,2019,11.8,20.0,15.0
22973,1st_category_group,Construction,Partner of main earnerr,Female,2020,11.9,20.9,15.2
23034,1st_category_group,Construction,Child of age,Male,2011,6.8,29.8,28.5
23035,1st_category_group,Construction,Child of age,Male,2012,7.0,27.5,25.9
23036,1st_category_group,Construction,Child of age,Male,2013,7.0,27.5,25.7
23037,1st_category_group,Construction,Child of age,Male,2014,7.4,28.9,27.2
23038,1st_category_group,Construction,Child of age,Male,2015,7.8,30.7,29.0
23039,1st_category_group,Construction,Child of age,Male,2016,8.0,32.1,30.7
23040,1st_category_group,Construction,Child of age,Male,2017,8.3,34.5,32.6
23041,1st_category_group,Construction,Child of age,Male,2018,9.1,36.3,34.5
23042,1st_category_group,Construction,Child of age,Male,2019,10.5,36.8,34.7
23043,1st_category_group,Construction,Child of age,Male,2020,11.2,37.5,33.7
23076,1st_category_group,Construction,Other member,Male,2011,1.3,23.7,22.7
23077,1st_category_group,Construction,Other member,Male,2012,1.3,20.7,19.7
23078,1st_category_group,Construction,Other member,Male,2013,1.2,20.9,19.3
23079,1st_category_group,Construction,Other member,Male,2014,1.2,22.9,21.3
23080,1st_category_group,Construction,Other member,Male,2015,1.3,25.1,23.9
23081,1st_category_group,Construction,Other member,Male,2016,1.4,27.7,26.2
23082,1st_category_group,Construction,Other member,Male,2017,1.7,28.7,27.2
23083,1st_category_group,Construction,Other member,Male,2018,1.9,30.5,29.1
23084,1st_category_group,Construction,Other member,Male,2019,2.2,30.9,29.6
23085,1st_category_group,Construction,Other member,Male,2020,2.5,30.1,27.2
23090,1st_category_group,Construction,Other member,Female,2011,0.1,10.5,8.0
23094,1st_category_group,Construction,Other member,Female,2015,0.1,12.1,9.8
23095,1st_category_group,Construction,Other member,Female,2016,0.1,13.0,9.7
23096,1st_category_group,Construction,Other member,Female,2017,0.1,16.0,12.2
23097,1st_category_group,Construction,Other member,Female,2018,0.1,16.5,12.2
23098,1st_category_group,Construction,Other member,Female,2019,0.1,15.1,9.4
24420,1st_category_group,Wholesale and retail trade,Main earner,Male,2011,83.5,48.1,41.0
24421,1st_category_group,Wholesale and retail trade,Main earner,Male,2012,81.9,46.4,40.0
24422,1st_category_group,Wholesale and retail trade,Main earner,Male,2013,80.3,46.3,39.6
24423,1st_category_group,Wholesale and retail trade,Main earner,Male,2014,80.8,48.3,41.4
24424,1st_category_group,Wholesale and retail trade,Main earner,Male,2015,81.7,50.5,43.1
24425,1st_category_group,Wholesale and retail trade,Main earner,Male,2016,81.7,52.1,44.4
24426,1st_category_group,Wholesale and retail trade,Main earner,Male,2017,80.7,54.2,45.2
24427,1st_category_group,Wholesale and retail trade,Main earner,Male,2018,81.9,55.4,46.7
24428,1st_category_group,Wholesale and retail trade,Main earner,Male,2019,81.5,57.1,47.9
24429,1st_category_group,Wholesale and retail trade,Main earner,Male,2020,80.7,60.9,50.3
24434,1st_category_group,Wholesale and retail trade,Main earner,Female,2011,15.7,35.1,28.3
24435,1st_category_group,Wholesale and retail trade,Main earner,Female,2012,15.4,33.2,26.5
24436,1st_category_group,Wholesale and retail trade,Main earner,Female,2013,15.1,32.6,25.6
24437,1st_category_group,Wholesale and retail trade,Main earner,Female,2014,15.2,35.0,27.9
24438,1st_category_group,Wholesale and retail trade,Main earner,Female,2015,15.6,36.8,28.8
24439,1st_category_group,Wholesale and retail trade,Main earner,Female,2016,15.6,38.6,31.2
24440,1st_category_group,Wholesale and retail trade,Main earner,Female,2017,15.7,39.8,31.8
24441,1st_category_group,Wholesale and retail trade,Main earner,Female,2018,15.9,41.6,33.2
24442,1st_category_group,Wholesale and retail trade,Main earner,Female,2019,16.1,43.1,34.4
24443,1st_category_group,Wholesale and retail trade,Main earner,Female,2020,16.2,48.5,39.2
24462,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2011,15.1,35.7,27.8
24463,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2012,15.5,34.2,26.3
24464,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2013,15.6,34.1,25.7
24465,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2014,15.9,36.0,27.7
24466,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2015,16.4,38.1,28.9
24467,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2016,16.6,40.0,31.2
24468,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2017,16.6,40.8,31.6
24469,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2018,17.1,42.8,33.0
24470,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2019,17.4,45.3,34.9
24471,1st_category_group,Wholesale and retail trade,Main earner without partner,Male,2020,17.2,49.9,38.8
24476,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2011,5.5,29.8,20.4
24477,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2012,5.5,27.1,18.7
24478,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2013,5.5,27.0,18.4
24479,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2014,5.7,28.7,20.0
24480,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2015,6.0,29.5,20.4
24481,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2016,6.0,30.9,21.7
24482,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2017,6.1,31.6,22.0
24483,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2018,6.1,33.3,23.2
24484,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2019,6.3,34.7,24.6
24485,1st_category_group,Wholesale and retail trade,Main earner without partner,Female,2020,5.8,40.1,30.8
24504,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2011,68.4,50.8,43.4
24505,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2012,66.4,49.3,42.4
24506,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2013,64.7,49.2,42.5
24507,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2014,64.9,51.3,44.0
24508,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2015,65.4,53.6,45.4
24509,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2016,65.0,55.2,47.3
24510,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2017,64.1,57.7,48.1
24511,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2018,64.8,58.7,49.8
24512,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2019,64.1,60.3,50.9
24513,1st_category_group,Wholesale and retail trade,Main earner with partner,Male,2020,63.5,63.8,53.3
24518,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2011,10.2,38.0,32.1
24519,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2012,9.8,36.6,30.5
24520,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2013,9.6,35.7,29.6
24521,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2014,9.5,38.7,32.2
24522,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2015,9.7,41.4,33.5
24523,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2016,9.6,43.4,36.2
24524,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2017,9.6,45.1,37.5
24525,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2018,9.7,46.9,39.0
24526,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2019,9.8,48.5,40.5
24527,1st_category_group,Wholesale and retail trade,Main earner with partner,Female,2020,10.3,53.3,44.3
24546,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2011,22.0,15.3,13.8
24547,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2012,22.7,14.8,13.1
24548,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2013,23.1,14.6,12.9
24549,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2014,22.8,16.3,13.8
24550,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2015,22.4,17.9,14.7
24551,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2016,22.0,19.2,15.8
24552,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2017,21.9,20.0,16.6
24553,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2018,22.1,21.5,18.0
24554,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2019,22.1,22.7,18.8
24555,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Male,2020,22.4,25.6,20.2
24560,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2011,42.8,17.0,13.3
24561,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2012,41.8,16.3,12.5
24562,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2013,40.5,16.0,12.2
24563,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2014,40.1,17.1,12.9
24564,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2015,40.1,18.3,13.6
24565,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2016,39.3,19.3,14.3
24566,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2017,38.8,20.4,15.1
24567,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2018,38.0,21.3,16.1
24568,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2019,36.9,22.2,16.8
24569,1st_category_group,Wholesale and retail trade,Partner of main earnerr,Female,2020,35.7,24.9,18.6
24630,1st_category_group,Wholesale and retail trade,Child of age,Male,2011,4.6,24.0,19.3
24631,1st_category_group,Wholesale and retail trade,Child of age,Male,2012,4.8,21.5,16.9
24632,1st_category_group,Wholesale and retail trade,Child of age,Male,2013,4.8,21.3,16.8
24633,1st_category_group,Wholesale and retail trade,Child of age,Male,2014,5.0,23.0,17.5
24634,1st_category_group,Wholesale and retail trade,Child of age,Male,2015,5.2,25.2,19.1
24635,1st_category_group,Wholesale and retail trade,Child of age,Male,2016,5.3,26.5,20.6
24636,1st_category_group,Wholesale and retail trade,Child of age,Male,2017,5.3,27.0,21.9
24637,1st_category_group,Wholesale and retail trade,Child of age,Male,2018,5.3,28.8,22.9
24638,1st_category_group,Wholesale and retail trade,Child of age,Male,2019,5.7,30.6,24.0
24639,1st_category_group,Wholesale and retail trade,Child of age,Male,2020,6.3,35.6,25.7
24644,1st_category_group,Wholesale and retail trade,Child of age,Female,2011,0.8,15.8,12.7
24645,1st_category_group,Wholesale and retail trade,Child of age,Female,2012,0.8,14.6,11.2
24646,1st_category_group,Wholesale and retail trade,Child of age,Female,2013,0.9,14.0,10.4
24647,1st_category_group,Wholesale and retail trade,Child of age,Female,2014,0.9,14.1,10.4
24648,1st_category_group,Wholesale and retail trade,Child of age,Female,2015,1.0,15.9,10.9
24649,1st_category_group,Wholesale and retail trade,Child of age,Female,2016,1.1,17.3,11.9
24650,1st_category_group,Wholesale and retail trade,Child of age,Female,2017,1.0,17.8,12.1
24651,1st_category_group,Wholesale and retail trade,Child of age,Female,2018,1.0,17.2,13.4
24652,1st_category_group,Wholesale and retail trade,Child of age,Female,2019,1.0,19.0,14.5
24672,1st_category_group,Wholesale and retail trade,Other member,Male,2011,1.4,15.7,12.7
24673,1st_category_group,Wholesale and retail trade,Other member,Male,2012,1.3,14.3,11.1
